Gene_Symbol,Raw_Detection_Rate_%,Raw_Mean_Expr_All,Raw_Mean_Expr_Detected,Raw_Aggregated_CPM,LooseQC_Detection_Rate_%,LooseQC_Mean_Expr_All,LooseQC_Mean_Expr_Detected,LooseQC_Aggregated_CPM,StrongQC_Detection_Rate_%,StrongQC_Mean_Expr_All,StrongQC_Mean_Expr_Detected,StrongQC_Aggregated_CPM,Cell_Type,Replicate
DDR2,2.61,0.0066,0.2512,0.8847,2.73,0.0069,0.2512,0.886,3.02,0.0076,0.2512,0.8905,WT Day 6 CPC,Rep 2
DES,3.11,0.0081,0.2598,1.0983,3.26,0.0085,0.2598,1.0999,3.52,0.0074,0.21,1.0901,WT Day 6 CPC,Rep 2
DHX30,75.42,0.456,0.6047,74.1784,78.84,0.4752,0.6028,74.2712,86.05,0.5119,0.5949,74.372,WT Day 6 CPC,Rep 2
DIAPH1,57.25,0.2281,0.3985,36.5325,59.9,0.2387,0.3985,36.5857,65.56,0.2569,0.3919,36.6486,WT Day 6 CPC,Rep 2
DNAJB11,71.06,0.3929,0.5529,66.0787,74.35,0.411,0.5529,66.175,80.81,0.4393,0.5437,66.1733,WT Day 6 CPC,Rep 2
DNAJB6,80.77,0.757,0.9373,151.4533,84.38,0.7889,0.9349,151.6282,92.09,0.8538,0.9271,152.1371,WT Day 6 CPC,Rep 2
DNAJC5,36.22,0.1055,0.2913,14.735,37.89,0.1104,0.2913,14.7565,41.48,0.1151,0.2775,14.7393,WT Day 6 CPC,Rep 2
DNM1,46.73,0.1779,0.3807,21.7822,48.83,0.1846,0.378,21.7987,52.7,0.1849,0.3508,21.5409,WT Day 6 CPC,Rep 2
DNM1L,77.1,0.5379,0.6977,93.0929,80.6,0.5617,0.6968,93.2133,87.42,0.5953,0.6809,93.2106,WT Day 6 CPC,Rep 2
DNM2,45.3,0.1508,0.3329,19.7382,47.33,0.1563,0.3303,19.7517,51.69,0.1639,0.3171,19.7138,WT Day 6 CPC,Rep 2
DPF2,63.29,0.2811,0.4441,44.0525,66.21,0.2941,0.4441,44.1167,72.47,0.317,0.4375,44.1872,WT Day 6 CPC,Rep 2
DSC2,66.96,0.4505,0.6728,84.5814,70.05,0.4713,0.6728,84.7046,76.2,0.5026,0.6596,84.6588,WT Day 6 CPC,Rep 2
DSPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
EED,58.81,0.2428,0.4129,35.2511,61.52,0.254,0.4129,35.3025,67.0,0.2644,0.3946,35.2054,WT Day 6 CPC,Rep 2
EEF1A2,23.52,0.0932,0.3961,16.1841,24.61,0.0975,0.3961,16.2077,27.1,0.1069,0.3945,16.2746,WT Day 6 CPC,Rep 2
EFEMP1,13.13,0.0329,0.2508,4.9269,13.74,0.0344,0.2508,4.9341,15.17,0.038,0.2508,4.9592,WT Day 6 CPC,Rep 2
EGFR,7.47,0.0178,0.239,2.166,7.81,0.0187,0.239,2.1692,8.34,0.0178,0.2131,2.1188,WT Day 6 CPC,Rep 2
EGR2,1.62,0.0063,0.3888,0.7474,1.69,0.0066,0.3888,0.7485,1.87,0.0073,0.3888,0.7523,WT Day 6 CPC,Rep 2
EIF2S3,82.02,0.7973,0.9722,162.6495,85.81,0.8342,0.9722,162.8865,92.81,0.8874,0.9561,163.2069,WT Day 6 CPC,Rep 2
ELANE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
ELOVL4,30.24,0.0863,0.2853,12.9503,31.64,0.0903,0.2853,12.9692,34.65,0.0968,0.2793,12.9736,WT Day 6 CPC,Rep 2
ELP4,42.0,0.1537,0.3659,21.3703,43.95,0.1608,0.3659,21.4015,47.95,0.1688,0.3521,21.372,WT Day 6 CPC,Rep 2
EMC1,44.93,0.1431,0.3185,19.8907,47.01,0.1497,0.3185,19.9197,50.97,0.1504,0.2951,19.7292,WT Day 6 CPC,Rep 2
EPCAM,47.98,0.5864,1.2223,199.7311,50.07,0.6102,1.2188,199.9916,54.35,0.6564,1.2078,200.7614,WT Day 6 CPC,Rep 2
EPHB4,42.5,0.1331,0.313,19.6619,44.47,0.1392,0.313,19.6906,48.81,0.1501,0.3076,19.7292,WT Day 6 CPC,Rep 2
ETS1,13.94,0.0989,0.7097,16.8858,14.58,0.1035,0.7097,16.9104,15.74,0.1054,0.6695,16.7966,WT Day 6 CPC,Rep 2
EZH2,65.96,0.429,0.6504,75.2462,69.01,0.4488,0.6504,75.3558,74.91,0.4746,0.6335,75.37,WT Day 6 CPC,Rep 2
F11,0.12,0.0015,1.2244,0.0305,0.13,0.0016,1.2244,0.0306,0.14,0.0018,1.2244,0.0307,WT Day 6 CPC,Rep 2
F12,3.8,0.0087,0.2289,1.0678,3.97,0.0091,0.2289,1.0693,4.31,0.009,0.2087,1.044,WT Day 6 CPC,Rep 2
F2,9.33,0.0237,0.2541,3.5846,9.77,0.0248,0.2541,3.5898,10.64,0.0244,0.2289,3.5773,WT Day 6 CPC,Rep 2
F5,0.25,0.0004,0.1451,0.061,0.26,0.0004,0.1451,0.0611,0.29,0.0004,0.1451,0.0614,WT Day 6 CPC,Rep 2
FAM111B,33.79,0.1548,0.4581,27.7769,35.35,0.162,0.4581,27.8173,38.75,0.1747,0.4508,27.8818,WT Day 6 CPC,Rep 2
FAR1,54.51,0.2105,0.3861,29.7751,56.9,0.2174,0.3821,29.7879,62.04,0.2284,0.3682,29.7242,WT Day 6 CPC,Rep 2
FBLN5,0.87,0.0015,0.1724,0.2136,0.91,0.0016,0.1724,0.2139,1.01,0.0017,0.1724,0.2149,WT Day 6 CPC,Rep 2
FBXO38,35.84,0.101,0.2818,14.1706,37.5,0.1057,0.2818,14.1913,40.98,0.1089,0.2659,14.1712,WT Day 6 CPC,Rep 2
FGA,13.63,0.0807,0.592,15.9706,14.26,0.0844,0.592,15.9938,15.46,0.0846,0.5471,15.9983,WT Day 6 CPC,Rep 2
FGB,9.71,0.1043,1.0742,35.541,10.16,0.1091,1.0742,35.5928,10.64,0.1026,0.9643,35.5739,WT Day 6 CPC,Rep 2
FGF12,11.64,0.0289,0.2482,4.1795,12.17,0.0302,0.2482,4.1856,13.23,0.0299,0.2263,4.1454,WT Day 6 CPC,Rep 2
FGF8,13.25,0.0662,0.4997,9.5488,13.87,0.0693,0.4997,9.5627,15.03,0.0718,0.4778,9.5498,WT Day 6 CPC,Rep 2
FGF9,2.18,0.0055,0.2513,0.7017,2.28,0.0057,0.2513,0.7027,2.52,0.0063,0.2513,0.7063,WT Day 6 CPC,Rep 2
FGFR2,48.85,0.2041,0.4179,32.2462,51.11,0.2136,0.4179,32.2932,55.86,0.2276,0.4074,32.319,WT Day 6 CPC,Rep 2
FGFR3,40.51,0.1515,0.374,20.0128,42.38,0.1585,0.374,20.0419,45.79,0.1578,0.3446,19.8059,WT Day 6 CPC,Rep 2
FGG,3.61,0.0185,0.5116,2.044,3.78,0.0193,0.5116,2.047,3.88,0.0132,0.3397,1.9959,WT Day 6 CPC,Rep 2
FHOD3,27.88,0.1026,0.3679,14.1554,29.1,0.1054,0.3621,14.1607,31.49,0.1053,0.3345,14.0791,WT Day 6 CPC,Rep 2
FLI1,2.05,0.0166,0.8098,2.1203,2.15,0.0174,0.8098,2.1233,2.3,0.0186,0.8075,2.1188,WT Day 6 CPC,Rep 2
FLT4,4.23,0.0093,0.2187,1.0678,4.43,0.0097,0.2187,1.0693,4.89,0.0107,0.2187,1.0747,WT Day 6 CPC,Rep 2
FN1,64.16,1.1861,1.8488,827.7079,66.67,1.2301,1.8451,828.7766,71.46,1.3041,1.825,830.7892,WT Day 6 CPC,Rep 2
FOXA2,29.25,0.2711,0.9268,69.2057,30.6,0.2836,0.9268,69.3066,33.5,0.3065,0.9149,69.551,WT Day 6 CPC,Rep 2
FOXE3,1.24,0.0031,0.2493,0.5186,1.3,0.0032,0.2493,0.5194,1.44,0.0036,0.2493,0.522,WT Day 6 CPC,Rep 2
FOXJ1,12.76,0.0305,0.2387,4.5913,13.35,0.0319,0.2387,4.598,14.67,0.0346,0.2357,4.606,WT Day 6 CPC,Rep 2
FOXN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
FTH1,89.11,2.3754,2.6657,1474.8129,92.77,2.4732,2.6658,1476.8092,97.77,2.6193,2.6791,1481.9432,WT Day 6 CPC,Rep 2
FUS,88.05,1.283,1.4571,315.4299,91.99,1.3392,1.4558,315.859,97.2,1.386,1.426,315.5283,WT Day 6 CPC,Rep 2
FXYD2,9.15,0.0245,0.2677,3.4016,9.57,0.0256,0.2677,3.4065,10.57,0.0283,0.2677,3.4238,WT Day 6 CPC,Rep 2
GABBR2,4.17,0.0109,0.2604,1.3881,4.36,0.0114,0.2604,1.3901,4.74,0.0105,0.222,1.3818,WT Day 6 CPC,Rep 2
GABRA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
GABRB2,3.3,0.009,0.2739,1.2813,3.45,0.0095,0.2739,1.2832,3.74,0.0095,0.2537,1.2743,WT Day 6 CPC,Rep 2
GABRB3,31.8,0.1157,0.3639,18.8535,33.27,0.1211,0.3639,18.881,36.52,0.1305,0.3575,18.9308,WT Day 6 CPC,Rep 2
GABRD,0.68,0.0012,0.1689,0.1678,0.72,0.0012,0.1689,0.168,0.79,0.0013,0.1689,0.1689,WT Day 6 CPC,Rep 2
GABRG2,2.61,0.0062,0.238,0.8695,2.73,0.0065,0.238,0.8707,3.02,0.0072,0.238,0.8751,WT Day 6 CPC,Rep 2
GANAB,72.31,0.4216,0.583,71.204,75.65,0.4411,0.583,71.3077,81.88,0.4554,0.5561,70.9021,WT Day 6 CPC,Rep 2
GARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
GBA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
GDAP1,35.53,0.1008,0.2836,14.1096,37.17,0.1054,0.2836,14.1302,40.83,0.1145,0.2803,14.1559,WT Day 6 CPC,Rep 2
GDF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
GFAP,0.19,0.0003,0.1652,0.0458,0.2,0.0003,0.1652,0.0458,0.22,0.0004,0.1652,0.0461,WT Day 6 CPC,Rep 2
GFI1B,0.87,0.0027,0.3071,0.2441,0.91,0.0028,0.3071,0.2444,1.01,0.0031,0.3071,0.2457,WT Day 6 CPC,Rep 2
GGCX,54.64,0.2114,0.3869,31.1784,57.16,0.2211,0.3869,31.2239,62.33,0.2325,0.373,31.1982,WT Day 6 CPC,Rep 2
GJB3,0.37,0.0005,0.1436,0.1068,0.39,0.0006,0.1436,0.1069,0.43,0.0006,0.1436,0.1075,WT Day 6 CPC,Rep 2
GJB6,0.06,0.0001,0.1281,0.0153,0.07,0.0001,0.1281,0.0153,0.07,0.0001,0.1281,0.0154,WT Day 6 CPC,Rep 2
GLUD1,62.79,0.2768,0.4408,44.9982,65.69,0.2896,0.4408,45.0638,72.03,0.3112,0.432,45.1851,WT Day 6 CPC,Rep 2
GLUL,74.55,0.6346,0.8512,127.3831,77.93,0.6621,0.8496,127.5534,85.19,0.7161,0.8406,128.0015,WT Day 6 CPC,Rep 2
GMNN,72.37,0.6121,0.8458,129.4576,75.72,0.6404,0.8458,129.6462,82.6,0.689,0.8341,130.0282,WT Day 6 CPC,Rep 2
GNAI1,45.24,0.1714,0.3789,25.077,47.33,0.1793,0.3789,25.1135,51.98,0.1922,0.3698,25.0568,WT Day 6 CPC,Rep 2
GNAO1,12.69,0.0316,0.2492,4.6066,13.28,0.0331,0.2492,4.6133,14.67,0.0366,0.2492,4.6367,WT Day 6 CPC,Rep 2
GNAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
GNB1,77.1,0.5724,0.7424,107.3398,80.6,0.5973,0.7411,107.481,87.99,0.6464,0.7346,107.7503,WT Day 6 CPC,Rep 2
GNB4,55.01,0.2633,0.4787,42.2983,57.49,0.2743,0.4772,42.3447,62.98,0.2956,0.4694,42.4062,WT Day 6 CPC,Rep 2
GP1BA,5.04,0.0124,0.2455,1.3576,5.27,0.0129,0.2455,1.3596,5.75,0.0136,0.2359,1.3511,WT Day 6 CPC,Rep 2
GREM1,23.77,0.1917,0.8065,36.4257,24.87,0.2006,0.8065,36.4788,26.53,0.2035,0.767,36.0652,WT Day 6 CPC,Rep 2
GRHL2,8.4,0.0161,0.1922,3.2338,8.79,0.0169,0.1922,3.2385,9.71,0.0186,0.1922,3.2549,WT Day 6 CPC,Rep 2
GRIA1,4.04,0.0111,0.2732,1.3576,4.23,0.0116,0.2732,1.3596,4.6,0.0109,0.238,1.3511,WT Day 6 CPC,Rep 2
GRIA2,0.19,0.0003,0.1564,0.0458,0.2,0.0003,0.1564,0.0458,0.22,0.0003,0.1564,0.0461,WT Day 6 CPC,Rep 2
GRIA4,1.43,0.0037,0.2614,0.3813,1.5,0.0039,0.2614,0.3819,1.65,0.0043,0.2614,0.3838,WT Day 6 CPC,Rep 2
GRIN1,0.06,0.0002,0.3711,0.0153,0.07,0.0002,0.3711,0.0153,0.07,0.0003,0.3711,0.0154,WT Day 6 CPC,Rep 2
GRIN2D,0.93,0.0019,0.2077,0.2288,0.98,0.002,0.2077,0.2291,1.08,0.0022,0.2077,0.2303,WT Day 6 CPC,Rep 2
GRN,65.9,0.3203,0.486,52.2132,68.95,0.3351,0.486,52.2893,75.13,0.3557,0.4734,52.2323,WT Day 6 CPC,Rep 2
GSDME,14.93,0.0377,0.2525,4.9422,15.62,0.0395,0.2525,4.9494,16.97,0.0379,0.2234,4.9131,WT Day 6 CPC,Rep 2
GUCA1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
GUCY2D,0.06,0.0001,0.1041,0.0153,0.07,0.0001,0.1041,0.0153,0.07,0.0001,0.1041,0.0154,WT Day 6 CPC,Rep 2
H1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
H3-3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
H4C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
HAND1,16.12,0.1582,0.9817,46.4168,16.86,0.1655,0.9817,46.4844,18.12,0.1716,0.9469,46.5976,WT Day 6 CPC,Rep 2
HAND2,17.42,0.1261,0.7238,21.3093,18.23,0.1319,0.7238,21.3404,19.7,0.1356,0.6882,21.2952,WT Day 6 CPC,Rep 2
HBA1,0.12,0.0001,0.0987,0.0305,0.13,0.0001,0.0987,0.0306,0.14,0.0001,0.0987,0.0307,WT Day 6 CPC,Rep 2
HBB,0.06,0.0001,0.1917,0.0153,0.07,0.0001,0.1917,0.0153,0.07,0.0001,0.1917,0.0154,WT Day 6 CPC,Rep 2
HCN1,10.77,0.027,0.251,3.6914,11.26,0.0283,0.251,3.6968,12.29,0.0296,0.2404,3.6848,WT Day 6 CPC,Rep 2
HCN4,8.77,0.0232,0.2641,3.127,9.18,0.0242,0.2641,3.1316,9.99,0.0247,0.2471,3.1167,WT Day 6 CPC,Rep 2
HECW2,9.65,0.0243,0.2523,3.0965,10.09,0.0255,0.2523,3.101,11.07,0.026,0.2349,3.1014,WT Day 6 CPC,Rep 2
HEPACAM,0.12,0.0018,1.4715,0.0305,0.13,0.0019,1.4715,0.0306,0.07,0.0001,0.0869,0.0154,WT Day 6 CPC,Rep 2
HMGA2,72.68,0.5303,0.7296,95.8233,75.98,0.5528,0.7276,95.9324,82.31,0.5836,0.709,96.0817,WT Day 6 CPC,Rep 2
HNRNPA2B1,91.97,2.2693,2.4673,1141.0176,95.64,2.3606,2.4683,1142.5275,99.35,2.4574,2.4734,1144.9357,WT Day 6 CPC,Rep 2
HNRNPD,85.94,1.4671,1.7072,475.4405,89.84,1.5332,1.7066,476.118,95.47,1.6214,1.6983,477.3687,WT Day 6 CPC,Rep 2
HNRNPDL,88.99,1.661,1.8666,537.5533,92.84,1.7318,1.8654,538.2755,97.92,1.811,1.8496,538.982,WT Day 6 CPC,Rep 2
HNRNPH1,85.44,1.0429,1.2207,236.5839,89.06,1.0839,1.217,236.8369,95.18,1.1328,1.1901,236.412,WT Day 6 CPC,Rep 2
HNRNPR,84.19,1.2832,1.5241,373.6988,88.02,1.3411,1.5236,374.228,94.54,1.4341,1.517,375.2377,WT Day 6 CPC,Rep 2
HOMER2,12.38,0.0288,0.2329,3.8897,12.96,0.0302,0.2329,3.8953,14.23,0.0325,0.228,3.8998,WT Day 6 CPC,Rep 2
HRAS,69.2,0.3627,0.5242,59.5044,72.33,0.378,0.5226,59.5759,79.15,0.4062,0.5132,59.6788,WT Day 6 CPC,Rep 2
HRG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
HSPB1,79.03,0.8073,1.0215,182.4335,82.55,0.8412,1.019,182.6687,89.58,0.8929,0.9968,183.1049,WT Day 6 CPC,Rep 2
HSPB8,11.33,0.0408,0.3607,5.9947,11.85,0.0427,0.3607,6.0034,12.87,0.0412,0.3201,5.9878,WT Day 6 CPC,Rep 2
HTT,58.0,0.2292,0.3953,32.9478,60.68,0.2398,0.3953,32.9959,66.14,0.2528,0.3822,32.9485,WT Day 6 CPC,Rep 2
IDH2,69.07,0.4205,0.6088,73.0191,72.27,0.4399,0.6088,73.1255,79.3,0.4754,0.5996,73.3894,WT Day 6 CPC,Rep 2
IFIH1,1.62,0.0038,0.2356,0.4729,1.69,0.004,0.2356,0.4736,1.8,0.0032,0.1776,0.4299,WT Day 6 CPC,Rep 2
IFT140,23.02,0.0558,0.2423,7.337,24.09,0.0584,0.2423,7.3477,26.46,0.0631,0.2385,7.3543,WT Day 6 CPC,Rep 2
IGF2,15.49,0.0781,0.5037,11.2724,16.21,0.0817,0.5037,11.2889,17.47,0.0787,0.4504,11.2387,WT Day 6 CPC,Rep 2
IKBKB,37.83,0.122,0.3224,14.8723,39.58,0.1276,0.3224,14.894,43.06,0.1323,0.3072,14.8007,WT Day 6 CPC,Rep 2
IKZF2,21.47,0.0638,0.2971,8.4963,22.46,0.0667,0.2971,8.5087,24.44,0.068,0.2782,8.4444,WT Day 6 CPC,Rep 2
IKZF3,0.68,0.0015,0.2162,0.1678,0.72,0.0015,0.2162,0.168,0.79,0.0017,0.2162,0.1689,WT Day 6 CPC,Rep 2
IMPDH1,23.02,0.0562,0.2441,7.8404,24.02,0.0574,0.239,7.8365,26.53,0.0634,0.239,7.8763,WT Day 6 CPC,Rep 2
IMPG1,0.75,0.0019,0.2503,0.183,0.78,0.002,0.2503,0.1833,0.86,0.0022,0.2503,0.1842,WT Day 6 CPC,Rep 2
INF2,33.54,0.0955,0.2847,13.0266,35.09,0.0999,0.2847,13.0456,38.46,0.106,0.2756,13.0504,WT Day 6 CPC,Rep 2
INS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
IRF2BPL,40.51,0.1267,0.3129,18.7162,42.38,0.1326,0.3129,18.7435,46.73,0.1457,0.3118,18.8233,WT Day 6 CPC,Rep 2
IRF4,0.75,0.001,0.1392,0.183,0.78,0.0011,0.1392,0.1833,0.86,0.0012,0.1392,0.1842,WT Day 6 CPC,Rep 2
ISL1,37.34,0.2352,0.6299,47.1947,39.06,0.2461,0.6299,47.2635,42.77,0.2665,0.623,47.4267,WT Day 6 CPC,Rep 2
ITGA2B,3.92,0.0079,0.2005,1.1135,4.1,0.0082,0.2005,1.1151,4.53,0.0091,0.2005,1.1208,WT Day 6 CPC,Rep 2
ITGB3,0.75,0.0016,0.2109,0.183,0.78,0.0016,0.2109,0.1833,0.79,0.0011,0.1365,0.1689,WT Day 6 CPC,Rep 2
ITPR1,20.54,0.0763,0.3714,9.3962,21.48,0.0798,0.3714,9.4099,23.08,0.0772,0.3345,9.2888,WT Day 6 CPC,Rep 2
JAK1,36.28,0.1305,0.3597,17.1908,37.89,0.1348,0.3558,17.2006,41.48,0.1398,0.337,17.1651,WT Day 6 CPC,Rep 2
JPH2,12.76,0.0405,0.3177,5.5218,13.35,0.0424,0.3177,5.5299,14.45,0.0438,0.303,5.4965,WT Day 6 CPC,Rep 2
KBTBD13,0.06,0.0001,0.2207,0.0153,0.07,0.0001,0.2207,0.0153,0.07,0.0002,0.2207,0.0154,WT Day 6 CPC,Rep 2
KCNA1,2.68,0.0095,0.3548,1.3118,2.8,0.0099,0.3548,1.3137,3.02,0.0096,0.3187,1.305,WT Day 6 CPC,Rep 2
KCNA2,0.5,0.0016,0.3313,0.1525,0.52,0.0017,0.3313,0.1528,0.58,0.0019,0.3313,0.1535,WT Day 6 CPC,Rep 2
KCNB1,5.35,0.0129,0.2416,1.7389,5.6,0.0135,0.2416,1.7414,6.18,0.0149,0.2416,1.7503,WT Day 6 CPC,Rep 2
KCNC1,6.78,0.0153,0.226,1.9677,7.1,0.016,0.226,1.9706,7.84,0.0177,0.226,1.9806,WT Day 6 CPC,Rep 2
KCNC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
KCNC3,18.86,0.0497,0.2637,6.2387,19.73,0.052,0.2637,6.2478,21.5,0.052,0.2421,6.2028,WT Day 6 CPC,Rep 2
KCNH1,0.75,0.0014,0.187,0.183,0.78,0.0015,0.187,0.1833,0.86,0.0016,0.187,0.1842,WT Day 6 CPC,Rep 2
KCNH5,9.02,0.0219,0.2431,3.4626,9.44,0.0229,0.2431,3.4676,10.35,0.0249,0.2401,3.4699,WT Day 6 CPC,Rep 2
KCNJ11,0.75,0.0012,0.1623,0.183,0.78,0.0013,0.1623,0.1833,0.86,0.0014,0.1623,0.1842,WT Day 6 CPC,Rep 2
KCNJ2,0.81,0.0033,0.4074,0.5796,0.85,0.0034,0.4074,0.5805,0.93,0.0038,0.4074,0.5834,WT Day 6 CPC,Rep 2
KCNJ5,6.35,0.0223,0.3515,2.8372,6.58,0.0219,0.3323,2.826,7.19,0.0236,0.3289,2.825,WT Day 6 CPC,Rep 2
KCNK3,2.3,0.0046,0.2001,0.6254,2.41,0.0048,0.2001,0.6263,2.66,0.0053,0.2001,0.6295,WT Day 6 CPC,Rep 2
KCNK4,0.25,0.0007,0.2668,0.0763,0.26,0.0007,0.2668,0.0764,0.29,0.0008,0.2668,0.0768,WT Day 6 CPC,Rep 2
KCNMA1,11.64,0.034,0.2926,4.5761,12.17,0.0356,0.2926,4.5828,13.23,0.0372,0.2811,4.56,WT Day 6 CPC,Rep 2
KCNQ3,0.81,0.002,0.2468,0.2593,0.85,0.0021,0.2468,0.2597,0.93,0.0023,0.2468,0.261,WT Day 6 CPC,Rep 2
KCNQ4,3.17,0.0076,0.2391,0.9,3.32,0.0079,0.2391,0.9013,3.59,0.0076,0.2104,0.8905,WT Day 6 CPC,Rep 2
KCNT1,0.31,0.0007,0.2399,0.0763,0.33,0.0008,0.2399,0.0764,0.36,0.0009,0.2399,0.0768,WT Day 6 CPC,Rep 2
KDF1,11.7,0.025,0.2141,4.1337,12.24,0.0262,0.2141,4.1398,13.52,0.0289,0.2141,4.1608,WT Day 6 CPC,Rep 2
KDM3B,64.16,0.2837,0.4422,44.3271,67.12,0.2968,0.4422,44.3917,73.47,0.3172,0.4317,44.4635,WT Day 6 CPC,Rep 2
KDM4B,50.59,0.1806,0.357,25.9464,52.93,0.189,0.357,25.9842,57.87,0.1998,0.3452,25.9166,WT Day 6 CPC,Rep 2
KDR,17.8,0.1525,0.8566,44.3881,18.62,0.1595,0.8566,44.4528,19.99,0.1628,0.8147,44.3407,WT Day 6 CPC,Rep 2
KIDINS220,67.77,0.3713,0.5479,60.2976,70.83,0.3872,0.5466,60.3702,76.49,0.4,0.5229,60.1394,WT Day 6 CPC,Rep 2
KIF1A,20.22,0.0643,0.3178,8.9386,21.16,0.0672,0.3178,8.9517,22.93,0.0669,0.2918,8.8589,WT Day 6 CPC,Rep 2
KIF21A,64.16,0.387,0.6032,71.5395,67.12,0.4049,0.6032,71.6438,73.62,0.4392,0.5966,71.8694,WT Day 6 CPC,Rep 2
KIF5A,11.89,0.0336,0.283,3.7371,12.43,0.0352,0.283,3.7426,13.44,0.0348,0.2587,3.7002,WT Day 6 CPC,Rep 2
KLF13,36.03,0.1169,0.3243,17.0841,37.7,0.1223,0.3243,17.109,41.41,0.132,0.3189,17.1498,WT Day 6 CPC,Rep 2
KLHL20,26.45,0.0649,0.2454,9.2895,27.67,0.0679,0.2454,9.303,30.34,0.0726,0.2394,9.3042,WT Day 6 CPC,Rep 2
KRAS,75.36,0.5934,0.7875,125.2628,78.84,0.6208,0.7875,125.4454,85.84,0.6658,0.7757,125.7599,WT Day 6 CPC,Rep 2
LITAF,58.93,0.2814,0.4775,47.0727,61.65,0.2944,0.4775,47.1413,67.65,0.3159,0.467,47.2732,WT Day 6 CPC,Rep 2
LMX1A,8.03,0.0233,0.2905,2.9287,8.4,0.0244,0.2905,2.933,9.27,0.0269,0.2905,2.9479,WT Day 6 CPC,Rep 2
LOX,4.29,0.0161,0.3757,1.6474,4.49,0.0169,0.3757,1.6498,4.74,0.0109,0.2298,1.4893,WT Day 6 CPC,Rep 2
LRP12,29.81,0.0804,0.2698,10.9674,31.18,0.0842,0.2698,10.9833,34.08,0.088,0.2582,10.947,WT Day 6 CPC,Rep 2
LRRK2,2.49,0.005,0.2026,0.8695,2.6,0.0053,0.2026,0.8707,2.88,0.0058,0.2026,0.8751,WT Day 6 CPC,Rep 2
LRSAM1,23.15,0.0585,0.2529,7.3828,24.22,0.0613,0.2529,7.3935,26.67,0.0661,0.2478,7.4157,WT Day 6 CPC,Rep 2
LZTR1,17.11,0.0465,0.2716,4.9727,17.9,0.0486,0.2716,4.9799,19.41,0.0483,0.249,4.9131,WT Day 6 CPC,Rep 2
MAB21L2,7.97,0.025,0.3135,3.6761,8.33,0.0261,0.3135,3.6815,9.13,0.0283,0.3102,3.6848,WT Day 6 CPC,Rep 2
MACF1,78.53,0.6721,0.8559,132.1117,82.03,0.7005,0.8539,132.2737,87.06,0.7059,0.8108,131.5328,WT Day 6 CPC,Rep 2
MAGEL2,7.22,0.016,0.2222,2.1355,7.55,0.0168,0.2222,2.1386,8.34,0.0185,0.2222,2.1495,WT Day 6 CPC,Rep 2
MAP1B,77.29,1.0406,1.3464,310.9911,80.6,1.082,1.3424,311.3679,84.69,1.0965,1.2948,310.2927,WT Day 6 CPC,Rep 2
MAP2K1,54.26,0.2086,0.3844,32.2309,56.77,0.2182,0.3844,32.2779,62.26,0.2364,0.3798,32.3497,WT Day 6 CPC,Rep 2
MAP2K2,80.9,0.724,0.895,141.9503,84.57,0.7569,0.895,142.1419,92.16,0.816,0.8854,142.5873,WT Day 6 CPC,Rep 2
MAPK8IP3,21.28,0.0633,0.2974,6.6506,22.27,0.0662,0.2974,6.6603,24.16,0.0662,0.2739,6.5866,WT Day 6 CPC,Rep 2
MATR3,8.09,0.0184,0.2276,2.1965,8.46,0.0193,0.2276,2.1997,9.35,0.0213,0.2276,2.2109,WT Day 6 CPC,Rep 2
