Gene_Symbol,Raw_Detection_Rate_%,Raw_Mean_Expr_All,Raw_Mean_Expr_Detected,Raw_Aggregated_CPM,LooseQC_Detection_Rate_%,LooseQC_Mean_Expr_All,LooseQC_Mean_Expr_Detected,LooseQC_Aggregated_CPM,StrongQC_Detection_Rate_%,StrongQC_Mean_Expr_All,StrongQC_Mean_Expr_Detected,StrongQC_Aggregated_CPM,Cell_Type,Replicate
MDM4,60.24,0.3024,0.5021,41.078,63.02,0.3164,0.5021,41.1379,67.07,0.3066,0.4571,40.5791,WT Day 6 CPC,Rep 2
MECOM,33.17,0.1707,0.5146,27.8226,34.7,0.1786,0.5146,27.8632,37.67,0.184,0.4885,27.759,WT Day 6 CPC,Rep 2
MED12L,35.59,0.1093,0.3072,15.0096,37.17,0.1129,0.3037,15.0162,40.26,0.1147,0.285,14.9235,WT Day 6 CPC,Rep 2
MED13,59.3,0.2525,0.4257,37.7527,61.98,0.2626,0.4236,37.7925,67.51,0.2738,0.4055,37.708,WT Day 6 CPC,Rep 2
MEFV,0.5,0.001,0.1916,0.122,0.52,0.001,0.1916,0.1222,0.58,0.0011,0.1916,0.1228,WT Day 6 CPC,Rep 2
MESP1,5.79,0.0124,0.2145,1.7084,6.05,0.013,0.2145,1.7109,6.69,0.0143,0.2145,1.7196,WT Day 6 CPC,Rep 2
MET,4.73,0.0091,0.1916,1.4491,4.95,0.0095,0.1916,1.4512,5.46,0.0105,0.1916,1.4586,WT Day 6 CPC,Rep 2
MFAP5,0.56,0.0008,0.1517,0.1525,0.59,0.0009,0.1517,0.1528,0.65,0.001,0.1517,0.1535,WT Day 6 CPC,Rep 2
MFN2,42.75,0.1324,0.3096,19.7077,44.73,0.1385,0.3096,19.7364,49.1,0.1489,0.3032,19.7752,WT Day 6 CPC,Rep 2
MIR96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
MORC2,35.41,0.1082,0.3056,14.1554,37.04,0.1132,0.3056,14.176,40.62,0.1216,0.2993,14.1866,WT Day 6 CPC,Rep 2
MPL,0.06,0.0001,0.168,0.0153,0.07,0.0001,0.168,0.0153,0.07,0.0001,0.168,0.0154,WT Day 6 CPC,Rep 2
MPZ,7.72,0.023,0.2979,3.5694,8.07,0.0241,0.2979,3.5746,8.84,0.025,0.2832,3.562,WT Day 6 CPC,Rep 2
MRAS,24.33,0.0735,0.3022,10.647,25.46,0.0769,0.3022,10.6626,27.89,0.0809,0.2899,10.6553,WT Day 6 CPC,Rep 2
MSX2,35.72,0.1995,0.5584,38.0426,37.37,0.2087,0.5584,38.098,40.76,0.2199,0.5395,38.184,WT Day 6 CPC,Rep 2
MTAP,67.45,0.3667,0.5436,61.4569,70.51,0.3821,0.5419,61.5312,77.14,0.4123,0.5345,61.6133,WT Day 6 CPC,Rep 2
MTOR,55.2,0.2242,0.4062,33.1309,57.68,0.233,0.404,33.1639,62.83,0.2454,0.3905,33.1173,WT Day 6 CPC,Rep 2
MUC1,2.05,0.0058,0.2845,0.5186,2.15,0.0061,0.2845,0.5194,2.37,0.0067,0.2845,0.522,WT Day 6 CPC,Rep 2
MYH10,82.7,0.9954,1.2036,256.5661,86.46,1.039,1.2018,256.9094,92.81,1.0934,1.1781,256.8781,WT Day 6 CPC,Rep 2
MYH11,5.04,0.02,0.3965,2.7151,5.27,0.0209,0.3965,2.7191,5.68,0.02,0.3529,2.7022,WT Day 6 CPC,Rep 2
MYH14,7.9,0.0147,0.1864,2.2728,8.27,0.0154,0.1864,2.2761,9.06,0.0161,0.1777,2.2723,WT Day 6 CPC,Rep 2
MYH2,0.06,0.0,0.072,0.0153,0.07,0.0,0.072,0.0153,0.07,0.0001,0.072,0.0154,WT Day 6 CPC,Rep 2
MYH6,23.58,0.4495,1.9059,333.0936,24.22,0.4581,1.8916,333.3346,24.44,0.4429,1.8121,332.4324,WT Day 6 CPC,Rep 2
MYH7,3.67,0.0256,0.6977,5.171,3.84,0.0268,0.6977,5.1785,3.95,0.0225,0.5689,5.082,WT Day 6 CPC,Rep 2
MYH9,74.05,0.5557,0.7504,111.8549,77.28,0.577,0.7466,111.9721,83.61,0.6063,0.7252,111.9418,WT Day 6 CPC,Rep 2
MYL2,0.12,0.0018,1.4121,0.0305,0.13,0.0018,1.4121,0.0306,0.07,0.0001,0.0757,0.0154,WT Day 6 CPC,Rep 2
MYL3,13.07,0.161,1.2323,65.8652,13.67,0.1685,1.2323,65.9612,14.59,0.1733,1.1872,66.0965,WT Day 6 CPC,Rep 2
MYLK,20.6,0.0636,0.3089,9.5183,21.55,0.0666,0.3089,9.5321,23.44,0.0683,0.2914,9.4731,WT Day 6 CPC,Rep 2
MYLK3,24.02,0.1591,0.6625,28.8446,25.13,0.1665,0.6625,28.8867,27.32,0.1771,0.6483,28.8644,WT Day 6 CPC,Rep 2
MYO6,69.82,0.4522,0.6477,79.9595,73.05,0.4731,0.6477,80.0761,79.15,0.4962,0.6269,79.9913,WT Day 6 CPC,Rep 2
MYO7A,2.68,0.0056,0.2102,0.6712,2.8,0.0059,0.2102,0.6721,3.02,0.005,0.167,0.6602,WT Day 6 CPC,Rep 2
MYOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
NACC1,50.65,0.1769,0.3492,27.365,52.93,0.1839,0.3474,27.3896,58.16,0.1999,0.3437,27.4673,WT Day 6 CPC,Rep 2
NAF1,46.42,0.1464,0.3155,21.2483,48.57,0.1532,0.3155,21.2793,53.34,0.1638,0.3071,21.3259,WT Day 6 CPC,Rep 2
NARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
NEB,4.54,0.0103,0.2277,1.205,4.75,0.0108,0.2277,1.2068,5.03,0.0097,0.1933,1.1669,WT Day 6 CPC,Rep 2
NEDD4L,45.74,0.1704,0.3726,26.7701,47.85,0.1783,0.3726,26.8091,52.34,0.1911,0.3651,26.8378,WT Day 6 CPC,Rep 2
NEFH,3.92,0.0105,0.2674,1.2508,4.1,0.011,0.2674,1.2526,4.39,0.0102,0.2317,1.2283,WT Day 6 CPC,Rep 2
NEFL,4.42,0.0126,0.2863,1.3728,4.62,0.0132,0.2863,1.3748,5.1,0.0146,0.2863,1.3818,WT Day 6 CPC,Rep 2
NEK1,39.08,0.1245,0.3186,17.1908,40.89,0.1303,0.3186,17.2159,44.57,0.133,0.2983,17.1344,WT Day 6 CPC,Rep 2
NEK8,24.83,0.0708,0.285,8.481,25.98,0.074,0.285,8.4934,28.25,0.0754,0.2668,8.4444,WT Day 6 CPC,Rep 2
NEXN,56.32,0.4537,0.8056,117.4987,58.92,0.4747,0.8056,117.67,63.34,0.4899,0.7734,117.423,WT Day 6 CPC,Rep 2
NFKB1,24.39,0.0625,0.2564,9.0302,25.52,0.0654,0.2564,9.0433,27.97,0.0668,0.239,9.0432,WT Day 6 CPC,Rep 2
NFKB2,15.37,0.0421,0.274,4.8201,16.02,0.0425,0.2652,4.8119,17.47,0.0451,0.2579,4.7903,WT Day 6 CPC,Rep 2
NFKBIA,53.08,0.2189,0.4125,33.2072,55.53,0.2291,0.4125,33.2556,60.6,0.2419,0.3991,33.1941,WT Day 6 CPC,Rep 2
NKX2-1,1.43,0.0033,0.2319,0.5339,1.5,0.0035,0.2319,0.5347,1.65,0.0038,0.2319,0.5374,WT Day 6 CPC,Rep 2
NOD2,0.44,0.0008,0.1946,0.122,0.46,0.0009,0.1946,0.1222,0.5,0.001,0.1946,0.1228,WT Day 6 CPC,Rep 2
NOTCH2,46.17,0.1616,0.35,23.1398,48.31,0.1691,0.35,23.1735,52.55,0.176,0.3348,23.0762,WT Day 6 CPC,Rep 2
NOVA2,12.63,0.0378,0.2992,4.6524,13.15,0.0377,0.2863,4.6439,14.38,0.0398,0.2766,4.6367,WT Day 6 CPC,Rep 2
NPRL2,29.87,0.0805,0.2693,10.2809,31.18,0.0826,0.2647,10.2807,34.29,0.0888,0.2588,10.3021,WT Day 6 CPC,Rep 2
NR2F2,51.28,0.397,0.7742,83.5747,53.52,0.4124,0.7707,83.6659,57.87,0.4325,0.7474,83.6608,WT Day 6 CPC,Rep 2
NRAS,61.05,0.2369,0.388,35.2206,63.87,0.2478,0.388,35.272,69.95,0.2644,0.378,35.2975,WT Day 6 CPC,Rep 2
NRL,7.47,0.0156,0.2088,2.0287,7.81,0.0163,0.2088,2.0317,8.63,0.018,0.2088,2.042,WT Day 6 CPC,Rep 2
OPA1,64.16,0.3016,0.4701,47.0117,67.06,0.3138,0.468,47.0649,73.18,0.3302,0.4512,47.0582,WT Day 6 CPC,Rep 2
OPA3,44.56,0.1437,0.3226,20.7907,46.61,0.1504,0.3226,20.821,51.19,0.1602,0.3129,20.85,WT Day 6 CPC,Rep 2
OPTN,45.61,0.1661,0.3642,25.3515,47.72,0.1738,0.3642,25.3885,52.12,0.1828,0.3508,25.3946,WT Day 6 CPC,Rep 2
ORAI1,50.34,0.1902,0.3778,29.7446,52.67,0.199,0.3778,29.7879,58.02,0.2169,0.3738,29.9085,WT Day 6 CPC,Rep 2
OSBPL2,43.5,0.1366,0.3141,19.3569,45.51,0.1429,0.3141,19.3851,50.11,0.1561,0.3116,19.4528,WT Day 6 CPC,Rep 2
P2RX2,0.31,0.0003,0.1061,0.0763,0.33,0.0003,0.1061,0.0764,0.36,0.0004,0.1061,0.0768,WT Day 6 CPC,Rep 2
P2RY12,0.06,0.0001,0.2353,0.0153,0.07,0.0002,0.2353,0.0153,0.07,0.0002,0.2353,0.0154,WT Day 6 CPC,Rep 2
PACS1,38.33,0.1139,0.2971,15.1774,40.1,0.1191,0.2971,15.1995,43.64,0.122,0.2797,15.1078,WT Day 6 CPC,Rep 2
PACS2,30.86,0.088,0.285,11.5317,32.29,0.092,0.285,11.5486,34.87,0.0907,0.26,11.4229,WT Day 6 CPC,Rep 2
PARN,54.7,0.2011,0.3677,27.9904,57.23,0.2104,0.3677,28.0312,62.54,0.2226,0.3559,27.9739,WT Day 6 CPC,Rep 2
PCGF2,66.71,0.3112,0.4665,48.4913,69.73,0.3243,0.4651,48.5467,76.42,0.3476,0.4549,48.655,WT Day 6 CPC,Rep 2
PCSK9,3.67,0.0074,0.2014,1.0678,3.84,0.0077,0.2014,1.0693,4.1,0.0071,0.1741,1.044,WT Day 6 CPC,Rep 2
PDGFRA,44.24,0.4177,0.944,101.94,46.16,0.4337,0.9397,102.058,49.53,0.4464,0.9013,101.4094,WT Day 6 CPC,Rep 2
PDX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
PFN1,89.11,2.1352,2.3961,1129.379,92.51,2.2194,2.399,1130.8414,97.41,2.3463,2.4086,1135.0172,WT Day 6 CPC,Rep 2
PIEZO1,31.43,0.1069,0.3401,13.2707,32.88,0.1118,0.3401,13.29,35.3,0.108,0.3058,13.0965,WT Day 6 CPC,Rep 2
PIK3CA,41.19,0.1343,0.326,18.6247,43.1,0.1405,0.326,18.6518,46.94,0.1448,0.3084,18.6084,WT Day 6 CPC,Rep 2
PIK3CD,5.23,0.0113,0.2166,1.6016,5.47,0.0118,0.2166,1.604,5.97,0.0124,0.2086,1.5968,WT Day 6 CPC,Rep 2
PIK3R1,53.14,0.2597,0.4887,45.2118,55.6,0.2717,0.4887,45.2777,60.6,0.2889,0.4766,45.2926,WT Day 6 CPC,Rep 2
PIK3R2,51.46,0.1835,0.3566,27.3803,53.84,0.192,0.3566,27.4202,59.17,0.2074,0.3506,27.498,WT Day 6 CPC,Rep 2
PLAU,11.82,0.0503,0.4256,8.8624,12.3,0.0514,0.4176,8.86,13.37,0.0532,0.398,8.8589,WT Day 6 CPC,Rep 2
PLCB4,24.21,0.0705,0.2912,9.6556,25.33,0.0738,0.2912,9.6696,27.68,0.0785,0.2838,9.642,WT Day 6 CPC,Rep 2
PLIN1,0.25,0.0003,0.1246,0.061,0.26,0.0003,0.1246,0.0611,0.29,0.0004,0.1246,0.0614,WT Day 6 CPC,Rep 2
PLN,10.14,0.1002,0.9881,24.4363,10.61,0.1049,0.9881,24.4719,11.43,0.1117,0.9776,24.5194,WT Day 6 CPC,Rep 2
PMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
POFUT1,20.6,0.0535,0.2597,6.4523,21.55,0.056,0.2597,6.4617,23.44,0.0565,0.2412,6.4024,WT Day 6 CPC,Rep 2
POLD1,43.68,0.148,0.3389,20.0738,45.7,0.1549,0.3389,20.103,49.82,0.1618,0.3249,20.0669,WT Day 6 CPC,Rep 2
POLE,40.45,0.1458,0.3605,19.967,42.32,0.1526,0.3605,19.9961,45.65,0.1509,0.3305,19.8213,WT Day 6 CPC,Rep 2
POLR1B,33.79,0.097,0.2871,13.713,35.35,0.1015,0.2871,13.733,38.68,0.1066,0.2757,13.7106,WT Day 6 CPC,Rep 2
POLR3B,28.44,0.0725,0.2549,10.0216,29.75,0.0758,0.2549,10.0362,32.57,0.0786,0.2415,10.0258,WT Day 6 CPC,Rep 2
POU3F3,1.62,0.0072,0.4461,0.5186,1.69,0.0076,0.4461,0.5194,1.8,0.0069,0.3819,0.5067,WT Day 6 CPC,Rep 2
PPARG,7.03,0.0149,0.212,2.1813,7.29,0.0137,0.1875,2.1692,8.05,0.0151,0.1875,2.1802,WT Day 6 CPC,Rep 2
PPM1D,41.75,0.1319,0.316,19.3721,43.68,0.138,0.316,19.4003,48.02,0.1487,0.3096,19.4528,WT Day 6 CPC,Rep 2
PPOX,27.01,0.0699,0.2588,9.0607,28.26,0.0731,0.2588,9.0739,31.13,0.0786,0.2524,9.1046,WT Day 6 CPC,Rep 2
PPP1CB,80.09,0.7213,0.9006,146.1756,83.72,0.7529,0.8993,146.3733,91.23,0.8065,0.884,146.7787,WT Day 6 CPC,Rep 2
PPP1R12A,78.53,0.6702,0.8534,134.5218,82.1,0.6998,0.8524,134.7025,88.93,0.7472,0.8402,134.9259,WT Day 6 CPC,Rep 2
PPP2CA,77.16,0.5535,0.7173,103.1603,80.73,0.5791,0.7173,103.3106,87.78,0.6122,0.6974,103.3286,WT Day 6 CPC,Rep 2
PPP2R1A,78.53,0.6121,0.7795,115.9429,82.1,0.6391,0.7784,116.0965,89.5,0.6842,0.7644,116.3636,WT Day 6 CPC,Rep 2
PPP2R5D,54.57,0.2082,0.3814,32.2462,57.1,0.2178,0.3814,32.2932,62.83,0.2374,0.3778,32.4111,WT Day 6 CPC,Rep 2
PRDM16,2.92,0.0066,0.2249,0.8389,3.06,0.0069,0.2249,0.8402,3.31,0.0065,0.1965,0.8291,WT Day 6 CPC,Rep 2
PRKAG2,37.77,0.1415,0.3746,22.4533,39.52,0.148,0.3746,22.4861,43.06,0.1537,0.3569,22.3853,WT Day 6 CPC,Rep 2
PRKG1,28.69,0.0942,0.3285,12.8283,29.95,0.0971,0.3242,12.8317,32.49,0.0975,0.2999,12.7433,WT Day 6 CPC,Rep 2
PROC,2.92,0.0065,0.2238,0.9305,3.06,0.0068,0.2238,0.9318,3.38,0.0076,0.2238,0.9366,WT Day 6 CPC,Rep 2
PROK2,1.0,0.0023,0.229,0.2898,1.04,0.0024,0.229,0.2902,1.15,0.0026,0.229,0.2917,WT Day 6 CPC,Rep 2
PROKR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
PROM1,45.24,0.1855,0.4101,27.9752,47.33,0.1941,0.4101,28.0159,51.04,0.1952,0.3824,27.7743,WT Day 6 CPC,Rep 2
PROS1,31.8,0.114,0.3586,18.0908,33.2,0.1178,0.3548,18.1019,36.52,0.1285,0.3518,18.1631,WT Day 6 CPC,Rep 2
PRPF3,53.27,0.194,0.3642,27.8989,55.73,0.203,0.3642,27.9396,60.53,0.2094,0.346,27.8665,WT Day 6 CPC,Rep 2
PRPF31,66.65,0.3038,0.4559,45.8372,69.73,0.3179,0.4559,45.904,76.28,0.3422,0.4486,45.9682,WT Day 6 CPC,Rep 2
PRPF4,60.8,0.2548,0.4192,39.751,63.54,0.2656,0.4179,39.7936,69.73,0.2862,0.4105,39.9036,WT Day 6 CPC,Rep 2
PRPF8,79.96,0.6699,0.8378,126.3764,83.66,0.7009,0.8378,126.5605,90.51,0.74,0.8176,126.5583,WT Day 6 CPC,Rep 2
PRPH2,2.05,0.0038,0.1859,0.5949,2.15,0.004,0.1859,0.5958,2.3,0.0036,0.1572,0.5834,WT Day 6 CPC,Rep 2
PRSS1,4.04,0.0086,0.2127,1.5406,4.23,0.009,0.2127,1.5429,4.67,0.0099,0.2127,1.5507,WT Day 6 CPC,Rep 2
PSMD12,79.46,0.6457,0.8126,123.6154,83.14,0.6756,0.8126,123.7956,90.51,0.7254,0.8015,124.1171,WT Day 6 CPC,Rep 2
RAB7A,69.57,0.357,0.5131,57.6892,72.79,0.3735,0.5131,57.7733,79.87,0.4028,0.5044,57.9592,WT Day 6 CPC,Rep 2
RAC1,83.39,1.2248,1.4688,335.0003,86.91,1.2726,1.4642,335.3968,93.75,1.358,1.4486,336.5471,WT Day 6 CPC,Rep 2
RAC2,4.73,0.0089,0.1883,1.2966,4.95,0.0093,0.1883,1.2984,5.46,0.0103,0.1883,1.305,WT Day 6 CPC,Rep 2
RAF1,58.68,0.2279,0.3883,33.2072,61.39,0.2384,0.3883,33.2556,67.15,0.2553,0.3803,33.2095,WT Day 6 CPC,Rep 2
RALA,72.74,0.4339,0.5965,76.0241,76.11,0.454,0.5965,76.1349,83.68,0.4946,0.591,76.4294,WT Day 6 CPC,Rep 2
RANBP2,73.62,0.4721,0.6412,84.1238,76.95,0.4927,0.6403,84.2311,83.39,0.5198,0.6233,84.2442,WT Day 6 CPC,Rep 2
RARB,28.31,0.092,0.325,13.1639,29.62,0.0963,0.325,13.1831,32.57,0.1036,0.3182,13.2193,WT Day 6 CPC,Rep 2
RBFOX2,77.97,0.6237,0.7999,121.602,81.25,0.6461,0.7952,121.6875,87.63,0.6765,0.772,121.6298,WT Day 6 CPC,Rep 2
RBM20,18.67,0.0777,0.4162,11.9436,19.53,0.0813,0.4162,11.961,21.35,0.0865,0.405,11.9603,WT Day 6 CPC,Rep 2
RDH12,1.68,0.0033,0.1965,0.4271,1.76,0.0035,0.1965,0.4277,1.94,0.0038,0.1965,0.4299,WT Day 6 CPC,Rep 2
RELA,28.31,0.0747,0.2637,9.6708,29.62,0.0781,0.2637,9.6849,32.28,0.0798,0.2471,9.642,WT Day 6 CPC,Rep 2
REN,0.56,0.0019,0.3477,0.3203,0.59,0.002,0.3477,0.3208,0.65,0.0022,0.3477,0.3224,WT Day 6 CPC,Rep 2
RERE,82.7,0.7766,0.939,145.6264,86.52,0.8125,0.939,145.8386,92.52,0.838,0.9057,145.4276,WT Day 6 CPC,Rep 2
RFX3,42.38,0.1486,0.3507,20.5314,44.34,0.1555,0.3507,20.5613,48.38,0.1628,0.3366,20.5275,WT Day 6 CPC,Rep 2
RFX6,3.92,0.0106,0.2699,1.3423,4.1,0.0111,0.2699,1.3443,4.46,0.0103,0.2317,1.3357,WT Day 6 CPC,Rep 2
RFX7,31.11,0.0922,0.2963,12.4317,32.55,0.0964,0.2963,12.4498,35.51,0.0998,0.281,12.4209,WT Day 6 CPC,Rep 2
RHBDF2,14.19,0.0332,0.2341,4.3778,14.84,0.0347,0.2341,4.3842,16.18,0.0362,0.224,4.3604,WT Day 6 CPC,Rep 2
RHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
RHOBTB2,8.28,0.0214,0.259,2.4101,8.66,0.0224,0.259,2.4136,9.49,0.0236,0.2486,2.4105,WT Day 6 CPC,Rep 2
RIT1,51.15,0.1875,0.3665,25.382,53.45,0.1952,0.3652,25.4038,58.38,0.2041,0.3497,25.3946,WT Day 6 CPC,Rep 2
RNF43,20.85,0.0671,0.3217,7.8556,21.81,0.0702,0.3217,7.8671,23.8,0.0716,0.3009,7.8302,WT Day 6 CPC,Rep 2
RP1,0.68,0.0019,0.2832,0.183,0.72,0.002,0.2832,0.1833,0.72,0.0016,0.2234,0.1689,WT Day 6 CPC,Rep 2
RPE65,0.12,0.0002,0.1705,0.0305,0.13,0.0002,0.1705,0.0306,0.14,0.0002,0.1705,0.0307,WT Day 6 CPC,Rep 2
RPL5,94.59,3.4068,3.6018,4198.4561,97.01,3.5188,3.6274,4203.9624,99.21,3.6625,3.6916,4218.4458,WT Day 6 CPC,Rep 2
RPS10,85.87,1.653,1.9249,612.9673,89.52,1.7215,1.923,613.7841,95.97,1.8474,1.9249,615.9948,WT Day 6 CPC,Rep 2
RRAS2,58.31,0.2387,0.4094,38.4544,61.0,0.2498,0.4094,38.5104,67.22,0.2739,0.4074,38.6446,WT Day 6 CPC,Rep 2
RYR1,1.99,0.0071,0.3569,0.5186,2.08,0.0074,0.3569,0.5194,2.08,0.0052,0.2516,0.4606,WT Day 6 CPC,Rep 2
RYR2,11.39,0.0604,0.5305,9.32,11.91,0.0632,0.5305,9.3336,12.58,0.0615,0.489,9.1353,WT Day 6 CPC,Rep 2
SAMD9,0.25,0.0006,0.2338,0.061,0.26,0.0006,0.2338,0.0611,0.29,0.0007,0.2338,0.0614,WT Day 6 CPC,Rep 2
SAMD9L,0.12,0.0005,0.4274,0.0305,0.13,0.0006,0.4274,0.0306,0.14,0.0006,0.4274,0.0307,WT Day 6 CPC,Rep 2
SATB1,35.47,0.1076,0.3034,14.9791,37.11,0.1126,0.3034,15.0009,40.76,0.122,0.2994,15.031,WT Day 6 CPC,Rep 2
SCAF4,50.65,0.177,0.3495,26.3125,52.93,0.1837,0.347,26.3356,57.73,0.1918,0.3322,26.2697,WT Day 6 CPC,Rep 2
SCN11A,4.6,0.0107,0.2326,1.3118,4.82,0.0112,0.2326,1.3137,5.32,0.0124,0.2326,1.3204,WT Day 6 CPC,Rep 2
SCN1B,7.09,0.0164,0.2312,2.0592,7.42,0.0172,0.2312,2.0622,8.2,0.0189,0.2312,2.0727,WT Day 6 CPC,Rep 2
SCN3A,0.62,0.0015,0.2412,0.183,0.65,0.0016,0.2412,0.1833,0.72,0.0017,0.2412,0.1842,WT Day 6 CPC,Rep 2
SCN8A,16.43,0.0395,0.2405,5.3693,17.12,0.0398,0.2323,5.3618,18.84,0.0433,0.2298,5.3737,WT Day 6 CPC,Rep 2
SCNN1G,0.06,0.0001,0.1421,0.0153,0.07,0.0001,0.1421,0.0153,0.07,0.0001,0.1421,0.0154,WT Day 6 CPC,Rep 2
SDHA,54.64,0.1982,0.3628,30.8276,57.16,0.2074,0.3628,30.8725,62.9,0.2258,0.3589,30.9679,WT Day 6 CPC,Rep 2
SEC61A1,56.44,0.223,0.3951,33.4665,58.98,0.2319,0.3932,33.5,64.41,0.2464,0.3825,33.5165,WT Day 6 CPC,Rep 2
SEC63,73.24,0.4627,0.6317,80.646,76.56,0.4821,0.6297,80.7482,83.47,0.5127,0.6143,80.6669,WT Day 6 CPC,Rep 2
SEMA6B,23.27,0.0593,0.255,8.1302,24.35,0.0621,0.255,8.142,26.6,0.0648,0.2435,8.1066,WT Day 6 CPC,Rep 2
SEPTIN9,71.0,0.3737,0.5264,59.9315,74.22,0.3899,0.5253,60.0036,81.38,0.4179,0.5135,60.1547,WT Day 6 CPC,Rep 2
SERPINC1,0.12,0.0001,0.0795,0.0305,0.13,0.0001,0.0795,0.0306,0.14,0.0001,0.0795,0.0307,WT Day 6 CPC,Rep 2
SERPIND1,0.06,0.0001,0.1029,0.0153,0.07,0.0001,0.1029,0.0153,0.07,0.0001,0.1029,0.0154,WT Day 6 CPC,Rep 2
SERPING1,59.18,0.2483,0.4196,36.807,61.91,0.2598,0.4196,36.8607,67.58,0.275,0.4069,36.8175,WT Day 6 CPC,Rep 2
SERPINI1,10.7,0.0306,0.2854,3.2338,11.2,0.032,0.2854,3.2385,12.08,0.0311,0.2572,3.1935,WT Day 6 CPC,Rep 2
SETX,67.83,0.368,0.5425,58.0858,70.96,0.385,0.5425,58.1705,76.99,0.4014,0.5214,57.9745,WT Day 6 CPC,Rep 2
SFTPA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
SFTPA2,0.06,0.0002,0.2557,0.0153,0.07,0.0002,0.2557,0.0153,0.07,0.0002,0.2557,0.0154,WT Day 6 CPC,Rep 2
SFTPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
SHANK1,0.06,0.0001,0.107,0.0153,0.07,0.0001,0.107,0.0153,0.07,0.0001,0.107,0.0154,WT Day 6 CPC,Rep 2
SHOC2,73.86,0.4388,0.594,70.7616,77.28,0.4591,0.594,70.8647,83.75,0.4788,0.5717,70.81,WT Day 6 CPC,Rep 2
SIX1,7.28,0.0273,0.3746,4.0422,7.62,0.0285,0.3746,4.0481,8.41,0.0315,0.3746,4.0687,WT Day 6 CPC,Rep 2
SKI,47.92,0.1653,0.345,24.5889,50.13,0.173,0.345,24.6247,54.49,0.1772,0.3252,24.5348,WT Day 6 CPC,Rep 2
SLC17A8,0.56,0.0035,0.6181,0.4271,0.59,0.0036,0.6181,0.4277,0.65,0.004,0.6181,0.4299,WT Day 6 CPC,Rep 2
SLC1A2,2.61,0.0074,0.2824,0.7017,2.73,0.0077,0.2824,0.7027,2.88,0.0059,0.2049,0.6756,WT Day 6 CPC,Rep 2
SLC1A3,43.31,0.2039,0.4707,31.1327,45.31,0.2133,0.4707,31.178,49.1,0.2203,0.4487,31.0753,WT Day 6 CPC,Rep 2
SLC30A2,0.81,0.0016,0.1935,0.1983,0.85,0.0016,0.1935,0.1986,0.93,0.0018,0.1935,0.1996,WT Day 6 CPC,Rep 2
SLC4A3,7.28,0.0184,0.2521,2.3338,7.55,0.0179,0.2377,2.3219,8.2,0.0182,0.2217,2.2877,WT Day 6 CPC,Rep 2
SLC52A1,0.25,0.0005,0.2013,0.061,0.26,0.0005,0.2013,0.0611,0.29,0.0006,0.2013,0.0614,WT Day 6 CPC,Rep 2
SLC5A7,2.18,0.01,0.4586,1.6474,2.28,0.0105,0.4586,1.6498,2.52,0.0115,0.4586,1.6582,WT Day 6 CPC,Rep 2
SLFN14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT Day 6 CPC,Rep 2
SMAD2,72.31,0.4491,0.621,75.4597,75.59,0.4679,0.619,75.5544,81.09,0.4773,0.5886,75.155,WT Day 6 CPC,Rep 2
SMAD6,49.22,0.2408,0.4892,36.4867,51.5,0.2519,0.4892,36.5399,56.22,0.2682,0.4771,36.5565,WT Day 6 CPC,Rep 2
SMAD9,43.93,0.2268,0.5162,40.895,45.96,0.2373,0.5162,40.9546,50.25,0.254,0.5054,41.0244,WT Day 6 CPC,Rep 2
SMARCA2,20.29,0.0682,0.336,10.0979,21.22,0.0713,0.336,10.1126,23.08,0.0733,0.3176,10.0718,WT Day 6 CPC,Rep 2
SMARCA5,83.26,1.1023,1.3239,286.9971,87.04,1.1518,1.3232,287.4,93.96,1.2347,1.314,288.1991,WT Day 6 CPC,Rep 2
SMARCC1,83.07,1.0549,1.2698,267.9453,86.65,1.0988,1.2681,268.2747,93.17,1.166,1.2514,268.7924,WT Day 6 CPC,Rep 2
SMARCC2,62.79,0.275,0.438,41.4289,65.69,0.2877,0.438,41.4892,71.17,0.2963,0.4163,41.3621,WT Day 6 CPC,Rep 2
